,Rk,Player,Age,Tm,GP,GS,W,L,T/O,GA,SA,SV,SV%,GAA,SO,GPS,MIN,QS,QS%,RBS,GA%-,GSAA,G,A,PTS,PIM,SEASON
90,78,Alex Nedeljkovic,26,DET,59,52,20,24,9,178,1796,1618,.901,3.31,4,8.8,3231,28,.538,10,107,-10.96,0,2,2,2,2022
91,79,Jake Oettinger,23,DAL,48,46,30,15,1,114,1331,1217,.914,2.53,1,8.4,2708,27,.587,5,92,9.79,0,2,2,0,2022
92,80,Calvin Petersen,27,LAK,37,35,20,14,2,105,1002,897,.895,2.89,3,4.3,2177,20,.571,7,113,-11.81,0,0,0,2,2022
94,81,Calvin Pickard,29,DET,3,1,1,1,0,9,72,63,.875,4.30,0,0.2,126,1,1.000,0,,,0,0,0,0,2022
95,82,Carey Price,34,MTL,5,5,1,4,0,18,148,130,.878,3.63,0,0.4,298,3,.600,2,,,0,0,0,0,2022
96,83,Cayden Primeau,22,MTL,12,9,1,7,1,40,302,262,.868,4.62,0,0.5,519,3,.333,6,,,0,0,0,0,2022
97,84,Ivan Prosvetov,22,ARI,3,3,0,2,1,13,104,91,.875,4.22,0,0.2,185,1,.333,2,,,0,0,0,0,2022
98,85,Jonathan Quick,36,LAK,46,46,23,13,9,116,1284,1168,.910,2.59,2,7.5,2686,24,.522,7,97,3.42,0,1,1,6,2022
99,86,Antti Raanta,32,CAR,28,26,15,5,4,62,706,644,.912,2.45,2,4.3,1517,15,.577,1,94,3.66,0,0,0,0,2022
100,87,Tuukka Rask,34,BOS,4,4,2,2,0,14,90,76,.844,4.28,0,-0.1,196,2,.500,2,,,0,0,0,2,2022
101,88,James Reimer,33,SJS,48,46,19,17,10,129,1450,1321,.911,2.90,1,8.6,2673,30,.652,9,96,5.86,0,0,0,0,2022
102,89,David Rittich,29,NSH,17,12,6,3,4,49,431,382,.886,3.57,0,1.5,823,4,.333,1,122,-8.91,0,0,0,2,2022
103,90,Ilya Samsonov,24,WSH,44,39,23,12,5,119,1145,1026,.896,3.02,3,5.1,2361,13,.333,8,112,-12.51,0,0,0,0,2022
104,91,Felix Sandström,25,PHI,5,5,0,4,1,16,177,161,.910,3.23,0,1.0,297,3,.600,0,,,0,0,0,0,2022
105,92,Juuse Saros,26,NSH,67,67,38,25,3,173,2107,1934,.918,2.64,4,14.0,3932,43,.642,8,88,22.96,0,0,0,0,2022
106,93,Harri Säteri,32,ARI,6,4,2,2,1,21,157,136,.866,4.22,0,0.2,298,0,.000,3,,,0,0,0,0,2022
107,94,Zachary Sawchenko,24,SJS,7,3,1,2,1,15,151,136,.901,3.35,0,0.7,269,2,.667,0,,,0,0,0,0,2022
108,95,Akira Schmid,21,NJD,6,4,0,4,0,19,114,95,.833,4.83,0,-0.2,236,0,.000,3,,,0,0,0,0,2022
109,96,Cory Schneider,35,NYI,1,1,1,0,0,3,30,27,.900,3.00,0,0.1,60,0,.000,0,,,0,0,0,0,2022
110,97,Igor Shesterkin,26,NYR,53,52,36,13,4,106,1622,1516,.935,2.07,6,13.6,3071,38,.731,4,70,44.86,0,1,1,2,2022
111,98,Stuart Skinner,23,EDM,13,12,6,6,0,32,367,335,.913,2.62,1,2.3,734,6,.500,2,94,2.13,0,0,0,0,2022
112,99,Mike Smith,39,EDM,28,27,16,9,2,74,874,800,.915,2.81,2,5.6,1580,15,.556,3,91,7.29,0,1,1,6,2022
113,100,Arvid Söderblom,22,CHI,3,2,0,2,0,13,95,82,.863,5.01,0,0.1,156,0,.000,1,,,0,0,0,0,2022
115,101,Ilya Sorokin,26,NYI,52,52,26,18,8,123,1643,1520,.925,2.40,7,12.1,3072,37,.712,7,80,29.81,0,0,0,0,2022
116,102,Garret Sparks,28,LAK,2,1,1,0,0,3,47,44,.936,1.85,0,0.4,97,1,1.000,0,,,0,0,0,0,2022
117,103,Alex Stalock,34,SJS,1,1,0,1,0,6,28,22,.786,7.81,0,-0.2,46,0,.000,1,,,0,0,0,0,2022
118,104,Anthony Stolarz,28,ANA,28,23,12,8,3,67,809,742,.917,2.67,3,5.3,1506,15,.652,2,89,8.24,0,1,1,2,2022
119,105,Malcolm Subban,28,BUF,4,3,0,2,1,17,132,115,.871,4.85,0,0.2,210,1,.333,1,,,0,0,0,0,2022
120,106,Jeremy Swayman,23,BOS,41,39,23,14,3,96,1111,1015,.914,2.41,3,6.9,2390,24,.615,5,93,7.33,0,0,0,6,2022
121,107,Mads Søgaard,21,OTT,2,2,1,1,0,6,54,48,.889,3.07,0,0.2,117,1,.500,1,,,0,0,0,0,2022
122,108,Cam Talbot,34,MIN,49,48,32,12,4,132,1488,1356,.911,2.76,3,8.9,2864,28,.583,7,95,6.39,0,1,1,2,2022
123,109,Daniil Tarasov,22,CBJ,4,3,0,2,0,7,111,104,.937,2.40,0,1.0,175,3,1.000,0,,,0,0,0,0,2022
124,110,Logan Thompson,24,VEG,19,17,10,5,3,49,569,520,.914,2.68,1,3.6,1098,10,.588,2,93,3.92,0,0,0,0,2022
125,111,Dustin Tokarski,32,BUF,29,28,10,12,5,91,900,809,.899,3.27,1,4.2,1671,13,.464,7,109,-7.29,0,0,0,0,2022
126,112,Linus Ullmark,28,BOS,41,39,26,10,2,95,1140,1045,.917,2.45,1,7.4,2330,20,.513,3,90,11.03,0,1,1,4,2022
127,113,Vítek Vaněček,26,WSH,42,39,20,12,6,103,1117,1014,.908,2.67,4,6.3,2317,18,.462,5,99,0.89,0,0,0,0,2022
128,114,Semyon Varlamov,33,NYI,31,29,10,17,2,87,978,891,.911,2.91,2,5.8,1792,16,.552,3,96,3.96,0,0,0,0,2022
129,115,Andrei Vasilevskiy,27,TBL,63,63,39,18,5,156,1868,1712,.916,2.49,2,12.2,3761,39,.619,7,90,17.73,0,1,1,6,2022
130,116,Karel Vejmelka,25,ARI,52,49,13,32,3,170,1669,1499,.898,3.68,1,7.7,2773,22,.449,14,110,-14.77,0,0,0,0,2022
131,117,Daniel Vladař,24,CGY,23,19,13,6,2,57,608,551,.906,2.75,2,3.3,1243,11,.579,4,101,-0.45,0,1,1,0,2022
132,118,Scott Wedgewood,29,TOT,37,32,13,15,6,110,1218,1108,.910,3.14,1,7.1,2104,14,.438,1,97,3.28,0,0,0,0,2022
136,119,Joseph Woll,23,TOR,4,4,3,1,0,11,123,112,.911,2.75,1,0.7,240,2,.500,0,,,0,0,0,2,2022
0,1,Jake Allen,30,MTL,29,27,11,12,5,76,817,741,.907,2.68,0,4.7,1703,12,.444,2,101,-0.73,0,0,0,2,2021
1,2,Frederik Andersen,31,TOR,24,23,13,8,3,70,668,598,.895,2.96,0,3.0,1420,9,.391,6,114,-8.46,0,1,1,0,2021
2,3,Craig Anderson,39,WSH,4,2,2,1,0,6,71,65,.915,2.13,0,0.5,169,1,.500,0,,,0,0,0,0,2021
3,4,Jonathan Bernier,32,DET,24,23,9,11,1,65,757,692,.914,2.99,0,5.0,1306,15,.652,4,93,4.74,0,0,0,0,2021
4,5,Jordan Binnington,27,STL,42,41,18,14,8,108,1200,1092,.910,2.65,0,7.3,2448,21,.512,5,98,2.56,0,1,1,2,2021
5,6,Mackenzie Blackwood,24,NJD,35,35,14,17,4,106,1081,975,.902,3.04,1,5.7,2091,18,.514,10,106,-6.41,0,0,0,0,2021
6,7,Sergei Bobrovsky,32,FLA,31,30,19,8,2,88,935,847,.906,2.91,0,5.3,1816,16,.533,4,102,-1.86,0,0,0,0,2021
7,8,Laurent Brossoit,27,WPG,14,11,6,6,0,30,368,338,.918,2.42,1,2.6,744,7,.636,0,88,3.90,0,0,0,0,2021
8,9,Jack Campbell,29,TOR,22,22,17,3,2,46,585,539,.921,2.15,2,4.3,1284,13,.591,2,85,7.90,0,0,0,0,2021
9,10,Eric Comrie,25,NJD,1,1,1,0,0,3,33,30,.909,3.00,0,0.2,60,1,1.000,0,,,0,0,0,0,2021
10,11,Joey Daccord,24,OTT,8,6,1,3,1,22,214,192,.897,3.27,0,1.0,403,3,.500,1,,,0,0,0,0,2021
11,12,Oscar Dansk,26,VEG,1,1,1,0,0,4,29,25,.862,3.91,0,0.0,61,0,.000,0,,,0,0,0,0,2021
12,13,Collin Delia,26,CHI,6,5,1,3,1,20,205,185,.902,3.59,0,1.1,334,1,.200,1,,,0,0,0,0,2021
13,14,Aaron Dell,31,NJD,7,5,1,5,0,22,154,132,.857,4.14,0,0.1,319,1,.200,1,,,0,0,0,0,2021
14,15,Thatcher Demko,25,VAN,35,35,16,18,1,99,1164,1065,.915,2.85,1,7.8,2087,19,.543,3,92,8.24,0,0,0,0,2021
15,16,Casey DeSmith,29,PIT,20,17,11,7,0,48,543,495,.912,2.54,2,3.4,1132,9,.529,2,96,2.03,0,1,1,0,2021
16,17,Louis Domingue,28,CGY,1,1,0,1,0,3,23,20,.870,3.12,0,0.0,58,0,.000,0,,,0,0,0,0,2021
17,18,Chris Driedger,26,FLA,23,23,14,6,3,47,640,593,.927,2.07,3,5.1,1362,15,.652,3,80,11.96,0,2,2,0,2021
18,19,Devan Dubnyk,34,TOT,22,18,6,11,2,63,602,539,.895,3.20,1,2.7,1183,8,.444,4,114,-7.54,0,0,0,2,2021
21,20,Brian Elliott,35,PHI,30,26,15,9,2,82,738,656,.889,3.06,2,2.8,1608,12,.462,8,121,-14.01,0,1,1,0,2021
22,Rk,Player,Age,Tm,GP,GS,W,L,T/O,GA,SA,SV,SV%,GAA,SO,GPS,MIN,QS,QS%,RBS,GA%-,GSAA,G,A,PTS,PIM,2021
23,21,Marc-André Fleury,36,VEG,36,36,26,10,0,71,989,918,.928,1.98,6,8.0,2147,26,.722,3,78,20.12,0,1,1,2,2021
24,22,Anton Forsberg,28,OTT,8,8,3,4,1,24,264,240,.909,3.21,0,1.6,449,6,.750,1,99,0.32,0,0,0,0,2021
25,23,Alexandar Georgiev,24,NYR,19,18,8,7,2,44,465,421,.905,2.71,2,2.6,974,9,.500,3,103,-1.16,0,1,1,0,2021
26,24,Christopher Gibson,28,TBL,2,2,1,1,0,5,40,35,.875,2.66,0,0.1,113,1,.500,1,,,0,0,0,0,2021
27,25,John Gibson,27,ANA,35,35,9,19,7,101,1042,941,.903,2.98,3,5.6,2031,15,.429,7,105,-5.00,0,0,0,2,2021
28,26,Thomas Greiss,35,DET,34,29,8,15,8,79,894,815,.912,2.70,2,5.6,1755,17,.586,4,96,3.36,0,0,0,2,2021
29,27,Troy Grosenick,31,LAK,2,2,1,1,0,6,77,71,.922,3.00,0,0.6,120,1,.500,0,,,0,0,0,0,2021
30,28,Philipp Grubauer,29,COL,40,39,30,9,1,77,993,916,.922,1.95,7,7.4,2367,26,.667,5,84,14.48,0,2,2,0,2021
31,29,Filip Gustavsson,22,OTT,9,7,5,1,2,17,254,237,.933,2.16,0,2.2,472,6,.857,0,73,6.40,0,0,0,0,2021
32,30,Jaroslav Halák,35,BOS,19,17,9,6,4,46,482,436,.905,2.53,2,2.7,1090,9,.529,3,104,-1.59,0,0,0,0,2021
33,31,Carter Hart,22,PHI,27,25,9,11,5,89,721,632,.877,3.67,1,1.8,1456,9,.360,8,134,-22.57,0,0,0,2,2021
34,32,Connor Hellebuyck,27,WPG,45,45,24,17,3,112,1335,1223,.916,2.58,4,9.1,2603,25,.556,6,91,10.99,0,0,0,0,2021
35,33,Adin Hill,24,ARI,19,17,9,9,1,46,530,484,.913,2.74,2,3.4,1006,8,.471,2,94,2.83,0,0,0,0,2021
36,34,Marcus Högberg,26,OTT,14,10,4,7,0,40,322,282,.876,3.74,0,0.8,642,3,.300,3,135,-10.33,0,0,0,0,2021
37,35,Braden Holtby,31,VAN,21,21,7,11,3,77,695,618,.889,3.67,0,2.7,1260,7,.333,5,120,-12.97,0,1,1,0,2021
38,36,Michael Houser,28,BUF,4,4,2,2,0,14,141,127,.901,3.46,0,0.7,243,3,.750,1,,,0,0,0,0,2021
39,37,Ville Husso,25,STL,17,15,9,6,1,49,460,411,.893,3.21,1,2.0,917,7,.467,2,116,-6.62,0,0,0,4,2021
40,38,Michael Hutchinson,30,TOR,8,8,4,2,1,17,211,194,.919,2.42,1,1.5,422,5,.625,1,,,0,0,0,0,2021
41,39,Carter Hutton,35,BUF,13,12,1,10,1,39,341,302,.886,3.47,0,1.2,675,6,.500,4,124,-7.58,0,0,0,0,2021
42,40,Tristan Jarry,25,PIT,39,38,25,9,3,100,1100,1000,.909,2.75,2,6.6,2185,24,.632,7,99,1.34,0,4,4,8,2021
44,41,Jonas Johansson,25,TOT,15,13,5,6,2,39,380,341,.897,2.86,1,1.8,817,6,.462,2,111,-3.99,0,0,0,0,2021
47,42,Martin Jones,31,SJS,34,34,15,13,4,102,980,878,.896,3.28,1,4.5,1868,15,.441,12,113,-11.71,0,0,0,0,2021
48,43,Kaapo Kähkönen,24,MIN,24,23,16,8,0,68,692,624,.902,2.88,2,3.6,1414,10,.435,3,107,-4.25,0,0,0,2,2021
49,44,Kasimir Kaskisuo,27,NSH,1,0,0,0,0,0,3,3,1.000,0.00,0,0.0,15,0,,0,,,0,0,0,0,2021
50,45,Anton Khudobin,34,DAL,32,32,12,11,7,76,799,723,.905,2.54,3,4.4,1795,17,.531,8,103,-2.39,0,2,2,2,2021
51,46,Keith Kinkaid,31,NYR,9,7,3,2,1,21,205,184,.898,2.59,1,1.0,486,3,.429,3,,,0,0,0,0,2021
52,47,Matiss Kivlenieks,24,CBJ,2,2,1,1,0,7,71,64,.901,3.40,0,0.4,123,1,.500,0,,,0,0,0,0,2021
53,48,Spencer Knight,19,FLA,4,3,4,0,0,8,99,91,.919,2.32,0,0.7,207,1,.333,0,,,0,0,0,0,2021
54,49,Josef Kořenář,23,SJS,10,7,3,5,0,26,258,232,.899,3.17,0,1.3,492,3,.429,1,109,-2.23,0,0,0,0,2021
55,50,Joonas Korpisalo,26,CBJ,33,31,9,13,7,96,904,808,.894,3.30,0,3.9,1747,13,.419,8,115,-12.71,0,1,1,2,2021
56,51,Mikko Koskinen,32,EDM,26,25,13,13,0,76,756,680,.899,3.17,0,3.8,1438,12,.480,4,109,-6.35,0,2,2,0,2021
57,52,Darcy Kuemper,30,ARI,27,27,10,11,3,66,710,644,.907,2.56,2,4.1,1547,15,.556,3,101,-0.59,0,0,0,4,2021
58,53,Maxime Lagace,28,PIT,1,1,1,0,0,0,29,29,1.000,0.00,1,0.5,60,1,1.000,0,,,0,0,0,0,2021
59,54,Kevin Lankinen,25,CHI,37,37,17,14,5,109,1204,1095,.909,3.01,2,7.3,2175,19,.514,5,98,1.92,0,2,2,2,2021
60,55,Robin Lehner,29,VEG,19,19,13,4,2,44,505,461,.913,2.29,1,3.2,1155,12,.632,4,95,2.53,0,1,1,0,2021
61,56,Ukko-Pekka Luukkonen,21,BUF,4,4,1,3,0,14,149,135,.906,3.88,0,0.8,217,1,.250,0,,,0,0,0,0,2021
62,57,Alex Lyon,28,PHI,6,5,1,3,1,18,169,151,.893,3.33,0,0.7,324,2,.400,2,,,0,0,0,0,2021
63,58,Jacob Markström,31,CGY,43,43,22,19,2,111,1161,1050,.904,2.66,3,6.4,2508,23,.535,8,104,-4.04,0,0,0,2,2021
64,59,Curtis McElhinney,37,TBL,12,12,4,6,2,37,296,259,.875,3.09,1,0.7,719,5,.417,4,136,-9.73,0,0,0,2,2021
65,60,Alexei Melnichuk,22,SJS,3,2,0,1,1,11,81,70,.864,5.05,0,0.1,131,0,.000,1,,,0,0,0,0,2021
67,61,Elvis Merzļikins,26,CBJ,28,23,8,12,5,69,825,756,.916,2.77,2,5.6,1497,14,.609,2,91,7.01,0,1,1,0,2021
68,62,Ryan Miller,40,ANA,16,14,4,8,2,51,432,381,.882,3.51,0,1.3,871,5,.357,4,128,-11.20,0,0,0,0,2021
69,63,Hunter Miska,25,COL,5,5,1,1,2,18,111,93,.838,4.16,0,-0.2,260,1,.200,2,,,0,0,0,0,2021
70,64,Petr Mrázek,28,CAR,12,12,6,2,3,23,298,275,.923,2.06,3,2.2,671,7,.583,1,84,4.45,0,0,0,0,2021
71,65,Matt Murray,26,OTT,27,25,10,13,1,79,738,659,.893,3.38,2,3.1,1404,14,.560,8,116,-11.01,0,1,1,2,2021
72,66,Alex Nedeljkovic,25,CAR,23,23,15,5,3,44,648,604,.932,1.90,3,5.5,1392,15,.652,0,74,15.70,0,1,1,2,2021
73,67,Jake Oettinger,22,DAL,29,24,11,8,7,63,710,647,.911,2.36,1,4.4,1604,12,.500,3,96,2.41,0,1,1,4,2021
74,68,Calvin Petersen,26,LAK,35,32,9,18,5,97,1095,998,.911,2.89,0,6.9,2016,16,.500,3,96,3.88,0,1,1,0,2021
75,69,Calvin Pickard,28,DET,6,4,2,1,1,16,127,111,.874,3.16,0,0.3,304,2,.500,1,,,0,0,0,0,2021
76,70,Carey Price,33,MTL,25,25,12,7,5,65,659,594,.901,2.64,1,3.4,1479,14,.560,6,107,-4.29,0,0,0,0,2021
77,71,Cayden Primeau,21,MTL,4,4,1,2,1,14,93,79,.849,4.16,0,0.0,202,1,.250,2,,,0,0,0,0,2021
78,72,Ivan Prosvetov,21,ARI,3,1,0,1,0,9,51,42,.824,4.15,0,-0.2,130,0,.000,1,,,0,0,0,0,2021
79,73,Jonathan Quick,35,LAK,22,22,11,9,2,58,566,508,.898,2.86,2,2.7,1219,10,.455,4,111,-5.85,0,0,0,0,2021
80,74,Antti Raanta,31,ARI,12,11,5,5,2,38,401,363,.905,3.36,0,2.2,679,6,.545,2,103,-1.06,0,0,0,0,2021
81,75,Tuukka Rask,33,BOS,24,24,15,5,2,53,611,558,.913,2.28,2,4.0,1396,16,.667,5,94,3.29,0,2,2,0,2021
82,76,James Reimer,32,CAR,22,21,15,5,2,59,627,568,.906,2.66,0,3.6,1331,10,.476,1,102,-1.23,0,0,0,0,2021
83,77,Pekka Rinne,38,NSH,24,21,10,12,1,62,664,602,.907,2.84,2,3.8,1310,12,.571,3,101,-0.83,0,1,1,0,2021
84,78,David Rittich,28,TOT,19,15,5,8,2,46,463,417,.901,2.86,1,2.4,966,7,.467,3,108,-3.34,0,0,0,0,2021
87,79,Ilya Samsonov,23,WSH,19,18,13,4,1,49,499,450,.902,2.69,2,2.6,1093,7,.389,3,107,-3.03,0,1,1,0,2021
88,80,Juuse Saros,25,NSH,36,35,21,11,1,78,1073,995,.927,2.28,3,8.6,2052,22,.629,5,79,20.86,0,0,0,2,2021
90,81,Igor Shesterkin,25,NYR,35,31,16,14,3,83,987,904,.916,2.62,2,6.7,1899,20,.645,2,91,7.93,0,0,0,0,2021
91,82,Stuart Skinner,22,EDM,1,1,1,0,0,5,38,33,.868,5.03,0,0.1,60,0,.000,0,,,0,0,0,0,2021
92,83,Mike Smith,38,EDM,32,30,21,6,2,71,921,850,.923,2.31,3,6.9,1847,19,.633,3,84,13.85,0,2,2,6,2021
93,84,Ilya Sorokin,25,NYI,22,21,13,6,3,46,563,517,.918,2.17,3,4.0,1272,15,.714,3,89,5.87,0,0,0,0,2021
94,85,Anthony Stolarz,27,ANA,8,7,4,3,0,17,230,213,.926,2.20,1,1.8,464,5,.714,1,80,4.19,0,1,1,0,2021
95,86,Malcolm Subban,27,CHI,16,14,6,8,1,47,471,424,.900,3.20,2,2.4,881,6,.429,4,108,-3.61,0,0,0,0,2021
96,87,Jeremy Swayman,22,BOS,10,10,7,3,0,15,271,256,.945,1.50,2,2.7,602,9,.900,0,60,9.97,0,0,0,0,2021
97,88,Cam Talbot,33,MIN,33,33,19,8,5,86,1008,922,.915,2.63,2,6.7,1961,21,.636,2,93,6.87,0,0,0,0,2021
98,89,Logan Thompson,23,VEG,1,0,0,0,0,0,2,2,1.000,0.00,0,0.0,8,0,,0,,,0,0,0,0,2021
99,90,Dustin Tokarski,31,BUF,13,10,2,8,2,43,447,404,.904,3.54,0,2.4,729,5,.500,1,104,-1.82,0,1,1,0,2021
100,91,Linus Ullmark,27,BUF,20,20,9,6,3,49,591,542,.917,2.63,0,4.1,1117,11,.550,0,90,5.45,0,0,0,0,2021
101,92,Vítek Vaněček,25,WSH,37,36,21,10,4,95,1031,936,.908,2.69,2,6.1,2115,18,.500,6,100,-0.01,0,0,0,0,2021
102,93,Semyon Varlamov,32,NYI,36,35,19,11,4,72,1020,948,.929,2.04,7,8.4,2117,26,.743,4,77,21.97,0,1,1,2,2021
103,94,Andrei Vasilevskiy,26,TBL,42,42,31,10,1,93,1237,1144,.925,2.21,5,9.6,2524,24,.571,0,82,20.96,0,4,4,0,2021
104,95,Veini Vehviläinen,23,CBJ,1,0,0,0,0,1,4,3,.750,5.63,0,0.0,11,0,,0,,,0,0,0,0,2021
105,96,Daniel Vladař,23,BOS,5,5,2,2,1,17,149,132,.886,3.40,0,0.5,300,2,.400,1,,,0,0,0,0,2021
106,97,Scott Wedgewood,28,NJD,16,15,3,8,3,46,458,412,.900,3.11,2,2.3,888,5,.333,4,109,-3.80,0,0,0,0,2021
107,98,Artyom Zagidulin,25,CGY,1,0,0,0,0,2,11,9,.818,4.25,0,0.0,28,0,,0,,,0,0,0,0,2021
0,1,Jake Allen,29,STL,24,21,12,6,3,48,655,607,.927,2.15,2,4.9,1339,14,.667,2,81,11.23,0,0,0,0,2020
1,2,Frederik Andersen,30,TOR,52,52,29,13,7,143,1577,1434,.909,2.85,3,8.9,3007,27,.519,8,100,-0.40,0,0,0,0,2020
2,3,Craig Anderson,38,OTT,34,31,11,17,2,100,1018,918,.902,3.25,0,4.9,1845,14,.452,7,109,-7.95,0,1,1,0,2020
3,4,David Ayres,42,CAR,1,0,1,0,0,2,10,8,.800,4.18,0,-0.1,29,0,,0,,,0,0,0,0,2020
4,5,Jonathan Bernier,31,DET,46,41,15,22,3,126,1353,1227,.907,2.95,1,7.2,2566,17,.415,5,103,-3.66,0,3,3,4,2020
5,6,Antoine Bibeau,25,COL,2,1,1,0,0,5,42,37,.881,3.27,0,0.1,92,0,.000,0,,,0,0,0,0,2020
6,7,Jordan Binnington,26,STL,50,50,30,13,7,126,1430,1304,.912,2.56,3,8.4,2948,28,.560,5,97,3.30,0,1,1,4,2020
7,8,Ben Bishop,33,DAL,44,43,21,16,4,103,1286,1183,.920,2.50,2,8.7,2474,27,.628,5,89,13.28,0,2,2,2,2020
8,9,Mackenzie Blackwood,23,NJD,47,43,22,14,8,124,1452,1328,.915,2.77,3,9.0,2684,22,.512,6,94,7.29,0,1,1,0,2020
9,10,Sergei Bobrovsky,31,FLA,50,48,23,19,6,151,1505,1354,.900,3.23,1,6.9,2806,20,.417,10,111,-14.91,0,0,0,0,2020
10,11,Laurent Brossoit,26,WPG,19,15,6,7,1,54,512,458,.895,3.28,0,2.1,988,7,.467,1,117,-7.70,0,0,0,0,2020
11,12,Jack Campbell,28,TOT,26,26,11,12,3,73,761,688,.904,2.80,0,3.8,1567,11,.423,4,106,-4.19,0,0,0,0,2020
14,13,Eric Comrie,24,DET,3,2,0,2,0,9,66,57,.864,4.28,0,0.0,126,0,.000,1,,,0,0,0,0,2020
15,14,Corey Crawford,35,CHI,40,39,16,20,3,108,1294,1186,.917,2.77,1,8.3,2340,25,.641,3,92,9.01,0,0,0,0,2020
16,15,Oscar Dansk,25,VEG,1,1,0,1,0,6,37,31,.838,6.00,0,-0.1,60,0,.000,1,,,0,0,0,0,2020
17,16,Aaron Dell,30,SJS,33,30,12,15,3,92,986,894,.907,3.01,0,5.3,1834,15,.500,5,103,-2.84,0,0,0,0,2020
18,17,Thatcher Demko,24,VAN,27,25,13,10,2,78,822,744,.905,3.06,0,4.2,1529,15,.600,5,105,-3.67,0,0,0,0,2020
19,18,Michael Dipietro,20,VAN,1,0,0,0,0,1,7,6,.857,7.16,0,0.0,8,0,,0,,,0,0,0,0,2020
20,19,Louis Domingue,27,TOT,17,15,3,9,2,51,433,382,.882,3.81,0,1.2,803,4,.267,5,130,-11.85,0,0,0,0,2020
23,20,Chris Driedger,25,FLA,12,11,7,2,1,22,354,332,.938,2.05,1,3.1,643,8,.727,0,69,10.01,0,0,0,0,2020
24,Rk,Player,Age,Tm,GP,GS,W,L,T/O,GA,SA,SV,SV%,GAA,SO,GPS,MIN,QS,QS%,RBS,GA%-,GSAA,G,A,PTS,PIM,2020
25,21,Devan Dubnyk,33,MIN,30,28,12,15,2,93,849,756,.890,3.35,1,3.1,1665,9,.321,5,121,-16.23,0,0,0,2,2020
26,22,Brian Elliott,34,PHI,31,27,16,7,4,80,796,716,.899,2.87,2,3.6,1674,14,.519,8,111,-8.02,0,1,1,2,2020
27,23,Marc-André Fleury,35,VEG,49,48,27,16,5,133,1399,1266,.905,2.77,5,7.2,2880,24,.500,9,105,-6.50,0,0,0,8,2020
28,24,Anton Forsberg,27,CAR,3,3,1,1,0,8,78,70,.897,3.35,0,0.3,143,1,.333,0,,,0,0,0,0,2020
29,25,Pavel Francouz,29,COL,34,30,21,7,4,77,996,919,.923,2.41,1,7.0,1914,17,.567,5,85,13.06,0,0,0,2,2020
30,26,Alexandar Georgiev,23,NYR,34,32,17,14,2,96,1063,967,.910,3.04,2,6.0,1892,17,.531,5,100,0.12,0,1,1,0,2020
31,27,John Gibson,26,ANA,51,51,20,26,5,149,1552,1403,.904,3.00,1,7.8,2981,22,.431,10,106,-8.66,0,0,0,6,2020
32,28,Thomas Greiss,34,NYI,31,28,16,9,4,73,838,765,.913,2.74,0,5.0,1596,15,.536,5,96,2.77,0,0,0,2,2020
33,29,Philipp Grubauer,28,COL,36,36,18,12,4,90,1067,977,.916,2.63,2,6.7,2057,17,.472,4,93,6.48,0,0,0,0,2020
34,30,Jaroslav Halák,34,BOS,31,29,18,6,6,73,905,832,.919,2.39,3,6.1,1833,18,.621,3,89,8.83,0,2,2,0,2020
35,31,Carter Hart,21,PHI,43,40,24,13,3,95,1100,1005,.914,2.42,1,6.7,2356,25,.625,9,96,4.46,0,0,0,0,2020
36,32,Connor Hellebuyck,26,WPG,58,56,31,21,5,140,1796,1656,.922,2.57,6,12.5,3269,36,.643,6,86,22.40,0,2,2,0,2020
37,33,Adin Hill,23,ARI,13,9,2,4,3,28,343,315,.918,2.62,0,2.3,641,5,.556,0,90,3.01,0,0,0,2,2020
38,34,Marcus Högberg,25,OTT,24,21,5,8,8,70,728,658,.904,3.12,0,3.7,1345,10,.476,3,106,-4.17,0,0,0,0,2020
39,35,Braden Holtby,30,WSH,48,47,25,14,6,142,1385,1243,.897,3.11,0,6.0,2743,22,.468,11,113,-16.76,0,1,1,4,2020
40,36,Jimmy Howard,35,DET,27,27,2,23,2,96,817,721,.882,4.20,0,2.2,1372,7,.259,9,130,-22.12,0,0,0,0,2020
41,37,Michael Hutchinson,29,TOT,16,12,5,9,1,49,439,390,.888,3.47,1,1.5,847,4,.333,0,123,-9.30,0,0,0,0,2020
44,38,Carter Hutton,34,BUF,31,30,12,14,4,94,918,824,.898,3.18,2,4.0,1775,14,.467,7,113,-10.99,0,1,1,6,2020
45,39,Tristan Jarry,24,PIT,33,31,20,12,1,78,985,907,.921,2.43,3,6.7,1926,19,.613,3,88,11.07,0,0,0,0,2020
46,40,Jonas Johansson,24,BUF,6,5,1,3,1,16,151,135,.894,2.94,0,0.6,327,1,.200,0,,,0,0,0,0,2020
48,41,Martin Jones,30,SJS,41,39,17,21,2,118,1139,1021,.896,3.00,2,4.8,2360,15,.385,11,115,-15.01,0,1,1,0,2020
49,42,Kaapo Kähkönen,23,MIN,5,5,3,1,1,15,172,157,.913,2.96,0,1.0,304,3,.600,2,,,0,0,0,0,2020
50,43,Kasimir Kaskisuo,26,TOR,1,1,0,1,0,6,38,32,.842,6.00,0,-0.1,60,0,.000,1,,,0,0,0,0,2020
51,44,Anton Khudobin,33,DAL,30,26,16,8,4,62,882,820,.930,2.22,0,6.9,1677,19,.731,2,78,17.75,0,3,3,4,2020
